Energy,Scale,PrimVec1,PrimVec2,PrimVec3,Coord1,Coord2,Coord3,Coord4,Coord5,Coord6,Coord7,Coord8,Coord9,Coord10,Coord11,Coord12,Coord13,Coord14,Coord15,Coord16,Coord17,Coord18,Coord19,Coord20,Coord21,Coord22,Coord23,Coord24,Coord25,Coord26,Coord27,Coord28,Coord29,Coord30,Coord31,Coord32,Coord33,Coord34,Coord35,Coord36,Coord37,Coord38,Coord39,Coord40,Coord41,Coord42,Coord43,Coord44,Coord45,Coord46,Coord47,Coord48,Coord49,Coord50,Coord51,Coord52,Coord53,Coord54,Coord55,Coord56,Coord57,Coord58,Coord59,Coord60,Coord61,Coord62,Coord63,Coord64,Coord65,Coord66,Coord67,Coord68,Coord69,Coord70,Coord71,Coord72,Coord73,Coord74,Coord75,Coord76,Coord77,Coord78,Coord79,Coord80,Coord81,Coord82,Coord83,Coord84,Coord85,Coord86,Coord87,Coord88,Coord89,Coord90,Coord91,Coord92,Coord93,Coord94,Coord95,Coord96
-43.770062,4.76,4.723836618;1.478e-06;0.0,1.478e-06;4.723836618;0.0,0.0;0.0;3.077477794,0.0;0.0;0.0,0.500000201531;0.500000201531;0.50000035841,0.305795831831;0.305795831831;0.0,0.694204571231;0.694204571231;0.0,0.805798341641;0.194202061421;0.50000035841,0.194202061421;0.805798341641;0.50000035841,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-47.241119,4.73,4.706662499;-1.105e-06;0.0,-1.105e-06;4.706662499;0.0,0.0;0.0;3.041733171,0.0;0.0;0.0,0.499999851912;0.499999851912;0.500001122551,0.305736886413;0.305736886413;0.0,0.694262817411;0.694262817411;0.0,0.805738719414;0.19426098441;0.500001122551,0.19426098441;0.805738719414;0.500001122551,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-99.349721,4.59,4.582683547;0.0;0.0,0.0;5.554207109;0.0,0.0;0.0;4.981315039,0.0;0.166041701705;0.25000024898,0.0;0.833957018364;0.750000746941,0.499999613;0.666042862177;0.25000024898,0.499999613;0.33395765833;0.750000746941,0.271696700684;0.383069978891;0.418692651172,0.728304707443;0.616930541615;0.58130834475,0.271696700684;0.616930541615;0.918693149133,0.228305094443;0.883069338926;0.418692651172,0.771696313684;0.883069338926;0.0813078467893,0.771696313684;0.116929381144;0.58130834475,0.728304707443;0.383069978891;0.0813078467893,0.228305094443;0.116929381144;0.918693149133,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-47.231709,4.74,4.718912397;4.98e-07;0.0,4.98e-07;4.718912397;0.0,0.0;0.0;3.045194252,0.0;0.0;0.0,0.500000752822;0.500000752822;0.500000943782,0.305979371124;0.305979371124;0.0,0.694020015387;0.694020015387;0.0,0.80598230766;0.194017078851;0.500000943782,0.194017078851;0.80598230766;0.500000943782,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-44.869298,3.88,3.884752924;0.0;0.0,0.0;3.884752924;0.0,1.942376462;1.942376462;4.882469239,0.125001108309;0.374998989513;0.749999604862,0.874998971813;0.624998516443;0.250000551002,0.918026380633;0.16802758869;0.163945733361,0.668026853703;0.418026398333;0.663944787221,0.0819736994886;0.831972491432;0.836054422503,0.331973226419;0.581971107622;0.336055368643,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-42.591666,3.92,3.925388778;0.0;0.0,0.0;3.925388778;0.0,1.962694389;1.962694389;4.931329153,0.124998564003;0.374999278709;0.750000635782,0.875000543318;0.624999828612;0.249999535977,0.918749397493;0.168749800892;0.162501827628,0.66874884759;0.418748132884;0.662502927433,0.0812507237544;0.831252867873;0.83749631628,0.331250259731;0.581250974438;0.337497244326,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-44.903939,4.73,4.693729937;-5.167e-06;0.0,-5.167e-06;4.693729937;0.0,0.0;0.0;3.058517943,0.0;0.0;0.0,0.499999491875;0.499999491875;0.500000336274,0.305367287226;0.305367287226;0.0,0.694633827028;0.694633827028;0.0,0.805370367788;0.194630746466;0.500000336274,0.194630746466;0.805370367788;0.500000336274,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-46.049937,3.86,3.869072222;0.0;0.0,0.0;3.869072222;0.0,1.934536111;1.934536111;4.846401434,0.125001116109;0.374999034085;0.749999778083,0.874999462688;0.624998960113;0.249999926028,0.917303015704;0.167304092577;0.165392819996,0.667303089677;0.417302587101;0.665392672051,0.0826965313998;0.832695454527;0.834608947501,0.332697489121;0.582695407097;0.33460703206,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-193.799863,5.27,5.302238711;0.0;0.0,0.0;5.576840435;0.0,0.0;0.0;9.404795368,0.13504484408;0.394730676923;0.628965306372,0.635044965632;0.605269245076;0.871034369113,0.364955277473;0.894730637923;0.371034122855,0.864955399025;0.105269284076;0.128965060115,0.864955399025;0.605269245076;0.371034122855,0.364955277473;0.394730676923;0.128965060115,0.534666610562;0.111245786432;0.229955029894,0.965333754095;0.611245747432;0.77004546262,0.13504484408;0.894730637923;0.871034369113,0.465333632543;0.388754174567;0.729955276152,0.0346664890094;0.888754135566;0.270045216363,0.635044965632;0.105269284076;0.628965306372,0.678569976968;0.351415828163;0.0123617788002,0.0346664890094;0.388754174567;0.229955029894,0.965333754095;0.111245786432;0.729955276152,0.82143038769;0.851415789163;0.987638713715,0.534666610562;0.611245747432;0.270045216363,0.465333632543;0.888754135566;0.77004546262,0.82143038769;0.351415828163;0.51236096177,0.678569976968;0.851415789163;0.487638467457,0.321430266137;0.648584093836;0.987638713715,0.178569855415;0.648584093836;0.487638467457,0.178569855415;0.148584132836;0.0123617788002,0.321430266137;0.148584132836;0.51236096177,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-183.997892,5.23,5.266284128;0.0;0.0,0.0;5.538942713;0.0,0.0;0.0;9.318347584,0.135028795013;0.393638301202;0.629248903536,0.635028403086;0.606363014392;0.870750948798,0.36497081306;0.8936380563;0.370751355737,0.864972320005;0.106363259294;0.129248237324,0.864972320005;0.606363014392;0.370751355737,0.36497081306;0.393638301202;0.129248237324,0.535115449813;0.113270714739;0.231590416707,0.964883374405;0.613270469837;0.768408769415,0.135028795013;0.8936380563;0.870750948798,0.464883766332;0.386729040359;0.73159108292,0.0351158417406;0.886728795456;0.268409176354,0.635028403086;0.106363259294;0.629248903536,0.679989896664;0.349183968894;0.0113120914464,0.0351158417406;0.386729040359;0.231590416707,0.964883374405;0.113270714739;0.73159108292,0.820008927555;0.849183723991;0.988688167827,0.535115449813;0.613270469837;0.268409176354,0.464883766332;0.886728795456;0.768408769415,0.820008927555;0.349183968894;0.511311684507,0.679989896664;0.849183723991;0.488688574766,0.320009319482;0.650815541302;0.988688167827,0.179990288591;0.650815541302;0.488688574766,0.179990288591;0.150815786204;0.0113120914464,0.320009319482;0.150815786204;0.511311684507,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-49.809988,3.87,3.857684904;0.0;0.0,0.0;3.857684904;0.0,1.928842452;1.928842452;4.913042665,0.124999567798;0.374999249991;0.749999593175,0.874998796575;0.624999114383;0.249999864392,0.919441724286;0.169442677708;0.16111400897,0.669441859895;0.419442177702;0.661113737753,0.0805566400876;0.830558278894;0.838885448596,0.330556504479;0.580556186672;0.338885719813,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-46.051544,3.9,3.896533367;0.0;0.0,0.0;3.896533367;0.0,1.948266684;1.948266684;4.928425154,0.125000735947;0.374999878326;0.750000230195,0.874998759326;0.624999616948;0.25000075308,0.91929282756;0.16929283404;0.161412616636,0.669293088938;0.41929394656;0.661412093751,0.0807076822365;0.830707675756;0.838586337594,0.330707420858;0.580706563237;0.338586860479,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-91.918248,4.68,4.668221077;0.0;0.0,0.0;5.649129749;0.0,0.0;0.0;5.096270663,0.0;0.159079369731;0.250000458031,0.0;0.840920674701;0.749999411874,0.499999884646;0.659080277039;0.250000458031,0.499999884646;0.340919767393;0.749999411874,0.274374323511;0.3822234744;0.418323543033,0.72562544578;0.617776570031;0.581676326872,0.274374323511;0.617776570031;0.918322496876,0.225625561135;0.882224381708;0.418323543033,0.774374208156;0.882224381708;0.0816773730293,0.774374208156;0.117775662724;0.581676326872,0.72562544578;0.3822234744;0.0816773730293,0.225625561135;0.117775662724;0.918322496876,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-47.280298,3.87,3.871875936;0.0;0.0,0.0;3.871875936;0.0,1.935937968;1.935937968;4.877094521,0.12500061613;0.375000878535;0.749999817361,0.875001421794;0.625001159389;0.249999255653,0.918183894287;0.168183107072;0.163634310667,0.668183613433;0.418183351028;0.663634872374,0.0818181436367;0.831816348125;0.836364762347,0.33181739929;0.581817661695;0.336366251041,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-48.460676,4.67,4.640904144;-1.157e-05;0.0,-1.157e-05;4.640904144;0.0,0.0;0.0;3.010989572,0.0;0.0;0.0,0.500000800062;0.500000800062;0.499998410489,0.304646138099;0.304646138099;0.0,0.695353307267;0.695353307267;0.0,0.804649728658;0.195349716708;0.499998410489,0.195349716708;0.804649728658;0.499998410489,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-101.923492,4.64,4.637690814;0.0;0.0,0.0;5.630910494;0.0,0.0;0.0;5.015582943,0.0;0.168885653752;0.2500008502,0.0;0.831114258518;0.750000556815,0.500000990364;0.668886497843;0.2500008502,0.500000990364;0.331113414427;0.750000556815,0.27372889891;0.379167809944;0.417945436019,0.726273081817;0.620832102326;0.58205397721,0.27372889891;0.620832102326;0.917945142633,0.226272091454;0.879166878123;0.417945436019,0.773727733028;0.879166878123;0.0820542705957,0.773727733028;0.120833034147;0.58205397721,0.726273081817;0.379167809944;0.0820542705957,0.226272091454;0.120833034147;0.917945142633,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-47.247348,4.72,4.694538915;-1.554e-06;0.0,-1.554e-06;4.694538915;0.0,0.0;0.0;3.038112947,0.0;0.0;0.0,0.500000281071;0.500000281071;0.500001160753,0.305501882233;0.305501882233;0.0,0.694496549774;0.694496549774;0.0,0.805506221316;0.194494340826;0.500001160753,0.194494340826;0.805506221316;0.500001160753,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-46.052334,4.74,4.712144605;-9.3e-07;0.0,-9.3e-07;4.712144605;0.0,0.0;0.0;3.05394782,0.0;0.0;0.0,0.49999961005;0.49999961005;0.49999871969,0.305748317405;0.305748317405;0.0,0.694253024872;0.694253024872;0.0,0.805749928944;0.194249291156;0.49999871969,0.194249291156;0.805749928944;0.49999871969,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-52.332567,4.66,4.649829594;-1.724e-06;0.0,-1.724e-06;4.649829594;0.0,0.0;0.0;2.980214216,0.0;0.0;0.0,0.499999153732;0.499999153732;0.5000009704,0.304987633876;0.304987633876;0.0,0.695012824206;0.695012824206;0.0,0.804990862681;0.195007444783;0.5000009704,0.195007444783;0.804990862681;0.5000009704,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-96.800955,4.65,4.642372146;0.0;0.0,0.0;5.622944306;0.0,0.0;0.0;5.050135326,0.0;0.162656777344;0.249999241307,0.0;0.837344235293;0.749999704067,0.500000845904;0.662656394449;0.249999241307,0.500000845904;0.33734283976;0.749999704067,0.273918152188;0.381216651517;0.41815711138,0.726081385549;0.618782582692;0.581841833994,0.273918152188;0.618782582692;0.91815757414,0.226082693716;0.881216268622;0.41815711138,0.77391684402;0.881216268622;0.0818433513795,0.77391684402;0.118782965587;0.581841833994,0.726081385549;0.381216651517;0.0818433513795,0.226082693716;0.118782965587;0.91815757414,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-193.83146,5.26,5.291717836;0.0;0.0,0.0;5.567237894;0.0,0.0;0.0;9.386112898,0.135209401214;0.394870857301;0.62898241947,0.635209605685;0.605129520984;0.871017650101,0.364788913511;0.894871046443;0.371017271776,0.864789117981;0.105129331842;0.128982041145,0.864789117981;0.605129520984;0.371017271776,0.364788913511;0.394870857301;0.128982041145,0.534739396109;0.111374798743;0.230122951159,0.965261217303;0.611374987886;0.769876740087,0.135209401214;0.894871046443;0.871017650101,0.465261012832;0.388625390399;0.730123329484,0.0347391916382;0.888625579541;0.269877427166,0.635209605685;0.105129331842;0.62898241947,0.678943985932;0.351143607875;0.0121317526475,0.0347391916382;0.388625390399;0.230122951159,0.965261217303;0.111374798743;0.730123329484,0.82105662748;0.851142000795;0.987867938598,0.534739396109;0.611374987886;0.269877427166,0.465261012832;0.888625579541;0.769876740087,0.82105662748;0.351143607875;0.512132130972,0.678943985932;0.851142000795;0.487867560274,0.321056423009;0.648856770409;0.987867938598,0.178943781461;0.648856770409;0.487867560274,0.178943781461;0.148856581267;0.0121317526475,0.321056423009;0.148856581267;0.512132130972,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-101.976017,4.6,4.599527008;0.0;0.0,0.0;5.573988183;0.0,0.0;0.0;4.977854164,0.0;0.16915895209;0.249999288649,0.0;0.830841373888;0.749999874846,0.499999238183;0.669160012103;0.249999288649,0.499999238183;0.330840313875;0.749999874846,0.272373658818;0.381570597241;0.418453400074,0.727624817547;0.618429728738;0.581545763421,0.272373658818;0.618429728738;0.918453986271,0.227625579365;0.881571657254;0.418453400074,0.772375071137;0.881571657254;0.0815451772243,0.772375071137;0.118428668725;0.581545763421,0.727624817547;0.381570597241;0.0815451772243,0.227625579365;0.118428668725;0.918453986271,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-52.330763,4.67,4.663544754;2.588e-06;0.0,2.588e-06;4.663544754;0.0,0.0;0.0;2.981824993,0.0;0.0;0.0,0.499999212831;0.499999212831;0.499999162761,0.305192570296;0.305192570296;0.0,0.694807999657;0.694807999657;0.0,0.805189977561;0.194810592391;0.499999162761,0.194810592391;0.805189977561;0.499999162761,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-174.759503,5.28,5.322231592;0.0;0.0,0.0;5.587678012;0.0,0.0;0.0;9.404628102,0.134454878115;0.392626417501;0.629328447208,0.634453789098;0.607373938282;0.870671323862,0.36554591178;0.892626595392;0.370671754608,0.865546701674;0.107373760391;0.129328877953,0.865546701674;0.607373938282;0.370671754608,0.36554591178;0.392626417501;0.129328877953,0.534771918659;0.113623225719;0.231547699322,0.965228572113;0.61362340361;0.768452502493,0.134454878115;0.892626595392;0.870671323862,0.465227782219;0.386376952173;0.731547268577,0.0347711287645;0.886375340412;0.268452933239,0.634453789098;0.107373760391;0.629328447208,0.678506738682;0.349510117764;0.0122556680339,0.0347711287645;0.386376952173;0.231547699322,0.965228572113;0.113623225719;0.731547268577,0.821493752089;0.849510295655;0.987744533782,0.534771918659;0.61362340361;0.268452933239,0.465227782219;0.886375340412;0.768452502493,0.821493752089;0.349510117764;0.512255237288,0.678506738682;0.849510295655;0.487744964527,0.321494841106;0.650490238019;0.987744533782,0.178505948788;0.650490238019;0.487744964527,0.178505948788;0.150490060128;0.0122556680339,0.321494841106;0.150490060128;0.512255237288,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-43.761113,4.77,4.735877137;4.89e-07;0.0,4.89e-07;4.735877137;0.0,0.0;0.0;3.081187234,0.0;0.0;0.0,0.50000025064;0.50000025064;0.499998826102,0.306002416964;0.306002416964;0.0,0.693995972775;0.693995972775;0.0,0.806004842337;0.193993547401;0.499998826102,0.193993547401;0.806004842337;0.499998826102,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-42.552863,3.87,3.889779945;0.0;0.0,0.0;3.889779945;0.0,1.944889972;1.944889972;4.832300941,0.124999562839;0.374998280954;0.750000888655,0.874999521161;0.624998232207;0.250000986021,0.916223154039;0.166221858015;0.167553720243,0.666223202787;0.416221913832;0.667553622878,0.0837759299603;0.833774655145;0.832448154433,0.333776915917;0.583775634032;0.332446182391,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-42.585405,3.93,3.930558713;0.0;0.0,0.0;3.930558713;0.0,1.965279357;1.965279357;4.956101804,0.124999795691;0.37499987755;0.750000735861,0.874999868473;0.624999786615;0.250000917858,0.919410780267;0.169410534691;0.161179094294,0.669410871202;0.419410789343;0.661178912297,0.0805898927556;0.830590138331;0.83882054171,0.33058980182;0.580589883679;0.338820723708,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-43.775903,4.75,4.711794653;-3.494e-06;0.0,-3.494e-06;4.711794653;0.0,0.0;0.0;3.073773948,0.0;0.0;0.0,0.500000938178;0.500000938178;0.500000984458,0.305607772375;0.305607772375;0.0,0.694391981646;0.694391981646;0.0,0.805610379642;0.19438937438;0.500000984458,0.19438937438;0.805610379642;0.500000984458,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-53.675058,4.63,4.621925636;2.618e-06;0.0,2.618e-06;4.621925636;0.0,0.0;0.0;2.958427101,0.0;0.0;0.0,0.499999107083;0.499999107083;0.499998799869,0.304476816312;0.304476816312;0.0,0.695523561452;0.695523561452;0.0,0.80447194112;0.195528436644;0.499998799869,0.195528436644;0.80447194112;0.499998799869,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-48.468638,4.71,4.689193051;-1.539e-06;0.0,-1.539e-06;4.689193051;0.0,0.0;0.0;3.025730913,0.0;0.0;0.0,0.50000090506;0.50000090506;0.500001501621,0.305470569145;0.305470569145;0.0,0.694529108411;0.694529108411;0.0,0.805473406255;0.194526271301;0.500001501621,0.194526271301;0.805473406255;0.500001501621,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-52.452915,3.87,3.841322767;0.0;0.0,0.0;3.841322767;0.0,1.920661384;1.920661384;4.954986072,0.124999594735;0.374999414654;0.75000009001,0.874998928279;0.624999108361;0.250000702726,0.920704404898;0.170704945142;0.158589749513,0.670703702106;0.420703882188;0.658591154966,0.0792951272009;0.829294586957;0.841409025054,0.329294820908;0.579294640827;0.341409637771,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
